posNr;kurztext;einheit;menge;ep;gp;source;riskLevel;calculationStatus;reasons;warning
357;Kalibrierung Speedpipe 14 x 2,0 mm;m;6500.0;0.08;520.0;database+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Firmen-Datenbank Exact/Strong Match verwendet. X84 wurde nicht als Kalkulationsgrundlage benutzt. · RLC No-X84 Autonomous Family Guard aktiv: Kalibrierung Speedpipe m plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · Global Knowledge Vergleich: 0.07–0.07 €/m, Ø 0.07 €/m, Confidence 0.62. Nur Vergleichswert, kein finaler Kalkulationspreis. · RLC Calibration Guard V8: Kalibrierung Speedpipe als Meter-Prüfleistung kalibriert. · RLC Marktindex V15: Preisbasis 2024"
407;Kalibrierung Speedpipe 14 x 2,0 mm;m;6500.0;0.08;520.0;database+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Firmen-Datenbank Exact/Strong Match verwendet. X84 wurde nicht als Kalkulationsgrundlage benutzt. · RLC No-X84 Autonomous Family Guard aktiv: Kalibrierung Speedpipe m plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · Global Knowledge Vergleich: 0.07–0.07 €/m, Ø 0.07 €/m, Confidence 0.62. Nur Vergleichswert, kein finaler Kalkulationspreis. · RLC Calibration Guard V8: Kalibrierung Speedpipe als Meter-Prüfleistung kalibriert. · RLC Marktindex V15: Preisbasis 2024"
198;Schmutzfänger;Stck;5.0;100.88;504.4;recipe;high;needs_review;HIGH_RISK | STATUS_needs_review | WARNING;"Universeller RLC-Preisresolver verwendet. Kein spezifisches Rezept gefunden; Firmenpreise und Baustellenbedingungen prüfen. · RLC No-X84 Outlier-Guard: Position ohne X84/Angebotsbasis darf nicht automatisch als sicher bewertet werden. · Menge 5 Stck, EP 100.88, GP 504.4."
221;Schmutzfänger;Stck;5.0;100.88;504.4;recipe;high;needs_review;HIGH_RISK | STATUS_needs_review | WARNING;"Universeller RLC-Preisresolver verwendet. Kein spezifisches Rezept gefunden; Firmenpreise und Baustellenbedingungen prüfen. · RLC No-X84 Outlier-Guard: Position ohne X84/Angebotsbasis darf nicht automatisch als sicher bewertet werden. · Menge 5 Stck, EP 100.88, GP 504.4."
459;Verrechnungssätze Tieflader;h;10.0;50.0;500.0;technical-parser+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC Technical Parser priorisiert vor Cache, Rule-Engine und OpenAI. · RLC No-X84 Autonomous Family Guard aktiv: Tieflader h als Geräte-/Transportstundensatz plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · Global Knowledge Vergleich: 50–50 €/h, Ø 50 €/h, Confidence 0.44. Nur Vergleichswert, kein finaler Kalkulationspreis."
034;Flächen auflockern;m2;600.0;0.83;498.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Baustellenlogistik/Zufahrt/Lager/Versorgung hängt stark von Bauzeit, Zufahrt, Lagerflächen, Gerätemiete, Betrieb, Kontrolle, Rückbau und Logistik ab. Historische Preise nur als Orientierung verwenden. · RLC No-X84 Autonomous Family Guard aktiv: Flächen auflockern Pos.034 m² V17 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC No-X84 Autonomous Family Guard aktiv: Flächen auflockern Pos.034 m"
293;Erschwerniszuschlag - Kabelquerungen;m;10.0;49.5;495.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Preis hängt stark von Bauzeit, Verkehrsführung, Platzverhältnissen, Auflagen und Bauablauf ab. Historische Preise nur als Orientierung verwenden. · RLC No-X84 Autonomous Family Guard aktiv: Erschwerniszuschlag Kabelquerungen m V13 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · Global Knowledge Vergleich: 49.5–49.5 €/m, Ø 49.5 €/m, Confidence 0.45. Nur Vergleichswert, kein finaler Kalkulationsp"
306;"Rohrabschluss 1""";Stck;10.0;47.61;476.1;recipe;high;needs_review;HIGH_RISK | STATUS_needs_review | WARNING;"Universeller RLC-Preisresolver verwendet. Kein spezifisches Rezept gefunden; Firmenpreise und Baustellenbedingungen prüfen. · RLC No-X84 Outlier-Guard: Position ohne X84/Angebotsbasis darf nicht automatisch als sicher bewertet werden. · Menge 10 Stck, EP 47.61, GP 476.1."
159;Zulage MID;Stck;1.0;470.4;470.4;company-calibration;high;needs_review;HIGH_RISK | STATUS_needs_review | WARNING;"Universeller RLC-Preisresolver verwendet. Kein spezifisches Rezept gefunden; Firmenpreise und Baustellenbedingungen prüfen. · RLC No-X84 Company Calibration: Preis aus historischem Firmenwert + Preissteigerung abgeleitet. · Kein X84 im aktuellen Projekt vorhanden; Position bleibt prüfpflichtig."
097;Anschluss an best. Durchlass DN 800 herstellen;Stck;3.0;155.24;465.72;recipe;high;needs_review;HIGH_RISK | STATUS_needs_review | WARNING;"Universeller RLC-Preisresolver verwendet. Kein spezifisches Rezept gefunden; Firmenpreise und Baustellenbedingungen prüfen. · RLC No-X84 Outlier-Guard: Position ohne X84/Angebotsbasis darf nicht automatisch als sicher bewertet werden. · Menge 3 Stck, EP 155.24, GP 465.72."
135;PE-HD - Formstück - Abzweig DA 180;Stck;6.0;75.57;453.42;rule-engine;high;needs_review;HIGH_RISK | STATUS_needs_review | WARNING;Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Preis muss aus Projektparametern urkalkuliert werden. Datenbankpreis nur als historischer Vergleich. · RLC No-X84 Outlier-Guard: Position ohne X84/Angebotsbasis darf nicht automatisch als sicher bewertet werden. · Menge 6 Stck, EP 75.57, GP 453.42.
339;Formstücke für GG - Bögen;Stck;6.0;75.57;453.42;rule-engine;high;needs_review;HIGH_RISK | STATUS_needs_review | WARNING;Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Preis muss aus Projektparametern urkalkuliert werden. Datenbankpreis nur als historischer Vergleich. · RLC No-X84 Outlier-Guard: Position ohne X84/Angebotsbasis darf nicht automatisch als sicher bewertet werden. · Menge 6 Stck, EP 75.57, GP 453.42.
163;Betonsockel aus  C 25/30;Stck;1.0;450.0;450.0;rlc-family-fallback-betonsockel-recalculated;high;needs_review;HIGH_RISK | STATUS_needs_review | FALLBACK | WARNING;"Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC Technical Parser priorisiert vor Cache, Rule-Engine und OpenAI. · RLC Family-Mismatch-Guard: Firmenkalibrierung blockiert. LV-Familie ""kabelschutzrohr"" passt nicht zur Kalibrierungsbasis ""schacht"". · RLC Block+Recalculate: technical-parser Ergebnis blockiert; kein belastbarer Alternativ-EP gefunden. · RLC Family-Fallback-Recalculate: Betonsockel C25/30: technischer Fallback 450 €/Einheit prüfpfl"
460;Stromaggregat;h;15.0;30.0;450.0;recipe+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Universeller RLC-Preisresolver verwendet. Kein spezifisches Rezept gefunden; Firmenpreise und Baustellenbedingungen prüfen. · RLC No-X84 Autonomous Family Guard aktiv: Stromaggregat h als Gerätestundensatz plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig."
041;Wurzelstock roden - 11 - 30 cm;Stck;5.0;88.0;440.0;technical-parser-blocked-by-family-mismatch-recalculated;high;needs_review;HIGH_RISK | STATUS_needs_review | BLOCKED | WARNING;"RLC Technical Parser priorisiert vor Cache, Rule-Engine und OpenAI. · RLC Family-Mismatch-Guard: Firmenkalibrierung blockiert. LV-Familie ""entsorgung"" passt nicht zur Kalibrierungsbasis ""fremdfamilie"". · RLC Block+Recalculate: technical-parser Ergebnis blockiert; kein belastbarer Alternativ-EP gefunden."
305;"Messingkupplungen PN 10 1""";Stck;10.0;42.74;427.4;recipe;high;needs_review;HIGH_RISK | STATUS_needs_review | WARNING;"Universeller RLC-Preisresolver verwendet. Kein spezifisches Rezept gefunden; Firmenpreise und Baustellenbedingungen prüfen. · RLC No-X84 Outlier-Guard: Position ohne X84/Angebotsbasis darf nicht automatisch als sicher bewertet werden. · Menge 10 Stck, EP 42.74, GP 427.4."
284;GGG-Formstück Flanschverbindung;Stk;1.0;426.0;426.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Spezialtiefbau/schwierige Bauverfahren hängt stark von Bauverfahren, Baugrund, Verbau, Wasserhaltung, Spezialgeräten, Vortrieb, Pressung, Platzverhältnissen, Risiken, Dokumentation und Rückbau ab. Historische Preise nur als Orientierung verwenden. · RLC No-X84 Autonomous Family Guard aktiv: GGG-Formstück Flanschverbindung St plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC No-X84 Autonomous "
285;GGG-Formstück Flanschverbindung;Stk;1.0;426.0;426.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Spezialtiefbau/schwierige Bauverfahren hängt stark von Bauverfahren, Baugrund, Verbau, Wasserhaltung, Spezialgeräten, Vortrieb, Pressung, Platzverhältnissen, Risiken, Dokumentation und Rückbau ab. Historische Preise nur als Orientierung verwenden. · RLC No-X84 Autonomous Family Guard aktiv: GGG-Formstück Flanschverbindung St plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC No-X84 Autonomous "
148;Frostschutzkies;m3;7.0;60.6;424.2;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Preis muss aus Projektparametern urkalkuliert werden. Datenbankpreis nur als historischer Vergleich. · RLC No-X84 Autonomous Family Guard aktiv: Frostschutz/Frostsicheres Material m³ V16 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC Autonomous Guard V10: Frostsicheres Kiesmaterial als m³-Material inkl. Einbau plausibilisiert. · RLC Marktindex V15: Preisbasis 2024 auf aktuelle Kalkulation "
155;Schachtabdeckung DPS;Stck;1.0;420.0;420.0;rlc-family-fallback-schachtabdeckung-recalculated;high;needs_review;HIGH_RISK | STATUS_needs_review | FALLBACK | WARNING;Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC Technical Parser priorisiert vor Cache, Rule-Engine und OpenAI. · RLC Family-Fallback-Recalculate: Schachtabdeckung D400 liefern und einbauen: technischer Fallback 420 €/St prüfpflichtig gesetzt. Alter EP 837.22 €/Einheit wurde nicht als sicher übernommen. · RLC Family-Fallback-Recalculate: Schachtabdeckung D400 liefern und einbauen: technischer Fallback 420 €/St prüfpflichtig gesetzt. Alter EP 
156;Zuschlag Schachtabdeckung;Stck;1.0;420.0;420.0;rlc-family-fallback-schachtabdeckung-recalculated;high;needs_review;HIGH_RISK | STATUS_needs_review | FALLBACK | WARNING;Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC Technical Parser priorisiert vor Cache, Rule-Engine und OpenAI. · RLC Family-Fallback-Recalculate: Schachtabdeckung D400 liefern und einbauen: technischer Fallback 420 €/St prüfpflichtig gesetzt. Alter EP 837.22 €/Einheit wurde nicht als sicher übernommen. · RLC Family-Fallback-Recalculate: Schachtabdeckung D400 liefern und einbauen: technischer Fallback 420 €/St prüfpflichtig gesetzt. Alter EP 
157;Zuschlag Schachtabdeckung;Stck;1.0;420.0;420.0;rlc-family-fallback-schachtabdeckung-recalculated;high;needs_review;HIGH_RISK | STATUS_needs_review | FALLBACK | WARNING;Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC Technical Parser priorisiert vor Cache, Rule-Engine und OpenAI. · RLC Family-Fallback-Recalculate: Schachtabdeckung D400 liefern und einbauen: technischer Fallback 420 €/St prüfpflichtig gesetzt. Alter EP 837.22 €/Einheit wurde nicht als sicher übernommen. · RLC Family-Fallback-Recalculate: Schachtabdeckung D400 liefern und einbauen: technischer Fallback 420 €/St prüfpflichtig gesetzt. Alter EP 
179;Druckleitungsendschacht;Stck;1.0;420.0;420.0;rlc-family-fallback-schachtabdeckung-recalculated;high;needs_review;HIGH_RISK | STATUS_needs_review | FALLBACK | WARNING;Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Behörden/Genehmigungen/Auflagen/Sicherheit hängt stark von Laufzeit, Auflagen, Terminen, Fachstellen, verkehrsrechtlicher Anordnung, SiGeKo, Kampfmittel, Denkmalpflege, Freigaben und Dokumentationspflichten ab. Historische Preise nur als Orientierung verwenden. · Plausibilitätsgrenze aktiv: KI-EP 654.94 EUR liegt unter Mindestansatz 750 EUR. · RLC Family-Fallback-Recalculate: Schachtabdeckung D400 liefern und einbauen: technischer 
011;Überfahrten - PKW;Stck;5.0;83.42;417.1;rule-engine;high;needs_review;HIGH_RISK | STATUS_needs_review | WARNING;Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Preis muss aus Projektparametern urkalkuliert werden. Datenbankpreis nur als historischer Vergleich. · RLC No-X84 Outlier-Guard: Position ohne X84/Angebotsbasis darf nicht automatisch als sicher bewertet werden. · Menge 5 Stck, EP 83.42, GP 417.1.
294;Erschwerniszuschlag - Leitungsquerungen;m;10.0;41.0;410.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Preis hängt stark von Bauzeit, Verkehrsführung, Platzverhältnissen, Auflagen und Bauablauf ab. Historische Preise nur als Orientierung verwenden. · RLC No-X84 Autonomous Family Guard aktiv: Erschwerniszuschlag Leitungsquerungen m V11 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · Global Knowledge Vergleich: 49.5–49.5 €/m, Ø 49.5 €/m, Confidence 0.45. Nur Vergleichswert, kein finaler Kalkulatio"
381;Endstopfen permanent 14 mm;Stck;24.0;16.48;395.52;recipe;high;needs_review;HIGH_RISK | STATUS_needs_review | WARNING;"Universeller RLC-Preisresolver verwendet. Kein spezifisches Rezept gefunden; Firmenpreise und Baustellenbedingungen prüfen. · RLC No-X84 Outlier-Guard: Position ohne X84/Angebotsbasis darf nicht automatisch als sicher bewertet werden. · Menge 24 Stck, EP 16.48, GP 395.52."
170;Zuschlag für Steuerung;Stck;1.0;393.28;393.28;recipe;high;needs_review;HIGH_RISK | STATUS_needs_review | WARNING;"Universeller RLC-Preisresolver verwendet. Kein spezifisches Rezept gefunden; Firmenpreise und Baustellenbedingungen prüfen. · RLC No-X84 Outlier-Guard: Position ohne X84/Angebotsbasis darf nicht automatisch als sicher bewertet werden. · Menge 1 Stck, EP 393.28, GP 393.28."
039;Bäume fällen - 11 - 30 cm;Stck;5.0;75.57;377.85;rule-engine;high;needs_review;HIGH_RISK | STATUS_needs_review | WARNING;Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Preis muss aus Projektparametern urkalkuliert werden. Datenbankpreis nur als historischer Vergleich. · RLC No-X84 Outlier-Guard: Position ohne X84/Angebotsbasis darf nicht automatisch als sicher bewertet werden. · Menge 5 Stck, EP 75.57, GP 377.85.
040;Bäume fällen - 31 - 50 cm;Stck;5.0;75.57;377.85;rule-engine;high;needs_review;HIGH_RISK | STATUS_needs_review | WARNING;Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Preis muss aus Projektparametern urkalkuliert werden. Datenbankpreis nur als historischer Vergleich. · RLC No-X84 Outlier-Guard: Position ohne X84/Angebotsbasis darf nicht automatisch als sicher bewertet werden. · Menge 5 Stck, EP 75.57, GP 377.85.
125;PE-HD - Formstück - Bögen DA 75;Stck;5.0;75.57;377.85;rule-engine;high;needs_review;HIGH_RISK | STATUS_needs_review | WARNING;Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Preis muss aus Projektparametern urkalkuliert werden. Datenbankpreis nur als historischer Vergleich. · RLC No-X84 Outlier-Guard: Position ohne X84/Angebotsbasis darf nicht automatisch als sicher bewertet werden. · Menge 5 Stck, EP 75.57, GP 377.85.
454;Verrechnungssätze Meißel;h;15.0;25.0;375.0;recipe+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Universeller RLC-Preisresolver verwendet. Kein spezifisches Rezept gefunden; Firmenpreise und Baustellenbedingungen prüfen. · RLC No-X84 Autonomous Family Guard aktiv: Meißel h als Anbaugerät-/Kleingerätesatz plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig."
292;Suchschlitze;m3;3.0;124.0;372.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Preis muss aus Projektparametern urkalkuliert werden. Datenbankpreis nur als historischer Vergleich. · Plausibilitätsdeckel aktiv: KI-EP 1736.89 EUR liegt über dem fachlichen Maximalansatz 95 EUR. Finaler EP wurde gedeckelt. · RLC No-X84 Autonomous Family Guard aktiv: Suchschlitze m³ klein V14 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC No-X84 Autonomous Family Guard aktiv: Suchschlitze"
191;Mehr- oder Minderpreis;cm;50.0;7.3;365.0;recipe+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Universeller RLC-Preisresolver verwendet. Kein spezifisches Rezept gefunden; Firmenpreise und Baustellenbedingungen prüfen. · RLC No-X84 Autonomous Family Guard aktiv: Mehr-/Minderpreis cm V14 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · Global Knowledge Vergleich: 1.24–1.24 €/cm, Ø 1.24 €/cm, Confidence 0.52. Nur Vergleichswert, kein finaler Kalkulationspreis. · RLC Autonomous Guard V13: Mehr-/Mindertiefe je cm plausibilisiert. · RLC Marktindex V15: Prei"
012;Grenzsteine;Stck;10.0;36.29;362.9;company-calibration;high;needs_review;HIGH_RISK | STATUS_needs_review | WARNING;Nur Regel-Engine-Fallback verwendet · Erhöhtes Kalkulationsrisiko · Bestandsanschluss technisch prüfen · Niedrige Kalkulationssicherheit · Kontextabhängige Position: Spezialtiefbau/schwierige Bauverfahren hängt stark von Bauverfahren, Baugrund, Verbau, Wasserhaltung, Spezialgeräten, Vortrieb, Pressung, Platzverhältnissen, Risiken, Dokumentation und Rückbau ab. Historische Preise nur als Orientierung verwenden. · RLC No-X84 Company Calibration: Preis aus historischem Firmenwert + Preissteigerung 
175;Zusätzliche Anreise;Psch;1.0;345.0;345.0;recipe+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Universeller RLC-Preisresolver verwendet. Kein spezifisches Rezept gefunden; Firmenpreise und Baustellenbedingungen prüfen. · RLC No-X84 Autonomous Family Guard aktiv: Zusätzliche Anreise Psch plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · Global Knowledge Vergleich: 345–345 €/Psch, Ø 345 €/Psch, Confidence 0.44. Nur Vergleichswert, kein finaler Kalkulationspreis."
218;Zulage - weitere Zuläufe;Stck;1.0;333.01;333.01;recipe;high;needs_review;HIGH_RISK | STATUS_needs_review | WARNING;"Universeller RLC-Preisresolver verwendet. Kein spezifisches Rezept gefunden; Firmenpreise und Baustellenbedingungen prüfen. · RLC No-X84 Outlier-Guard: Position ohne X84/Angebotsbasis darf nicht automatisch als sicher bewertet werden. · Menge 1 Stck, EP 333.01, GP 333.01."
045;Zäune abbauen;m;50.0;6.6;330.0;technical-parser+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC Technical Parser priorisiert vor Cache, Rule-Engine und OpenAI. · RLC No-X84 Autonomous Family Guard aktiv: Zäune abbauen m V15 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC Calibration Guard V8: Zäune abbauen als Meterleistung kalibriert. · RLC Marktindex V15: Preisbasis 2024 auf aktuelle Kalkulation marktbedingt fortgeschrieben. · Alter EP 6.6 wurde "
383;Einzelzugabdichtung 14 mm;Stck;20.0;16.48;329.6;recipe;high;needs_review;HIGH_RISK | STATUS_needs_review | WARNING;"Universeller RLC-Preisresolver verwendet. Kein spezifisches Rezept gefunden; Firmenpreise und Baustellenbedingungen prüfen. · RLC No-X84 Outlier-Guard: Position ohne X84/Angebotsbasis darf nicht automatisch als sicher bewertet werden. · Menge 20 Stck, EP 16.48, GP 329.6."
118;Pumpensumpf 0 - 2 m;Stck;2.0;162.23;324.46;rule-engine;high;needs_review;HIGH_RISK | STATUS_needs_review | WARNING;Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Wasserhaltung/Grundwasser/Pumpen/Baugrubenentwässerung hängt stark von Dauer, Grundwasserandrang, Pumpentechnik, Filterbrunnen, Ableitung, Einleitgenehmigung, Wartung, Notstrom, Ausfallsicherung und Rückbau ab. Historische Preise nur als Orientierung verwenden. · RLC No-X84 Outlier-Guard: Position ohne X84/Angebotsbasis darf nicht automatisch als sicher bewertet werden. · Menge 2 Stck, EP 162.23, GP 324.46.
119;Pumpensumpf 2 - 4 m;Stck;2.0;162.23;324.46;rule-engine;high;needs_review;HIGH_RISK | STATUS_needs_review | WARNING;Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Wasserhaltung/Grundwasser/Pumpen/Baugrubenentwässerung hängt stark von Dauer, Grundwasserandrang, Pumpentechnik, Filterbrunnen, Ableitung, Einleitgenehmigung, Wartung, Notstrom, Ausfallsicherung und Rückbau ab. Historische Preise nur als Orientierung verwenden. · RLC No-X84 Outlier-Guard: Position ohne X84/Angebotsbasis darf nicht automatisch als sicher bewertet werden. · Menge 2 Stck, EP 162.23, GP 324.46.
259;Übergangsstück DN 80 / DN 50;Stk;2.0;156.0;312.0;technical-parser+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC Technical Parser priorisiert vor Cache, Rule-Engine und OpenAI. · RLC No-X84 Autonomous Family Guard aktiv: Übergangsstück DN80/DN50 St V14 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC No-X84 Autonomous Family Guard aktiv: Übergangsstück DN80/DN50 St V14 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig."
288;Rasen oder Humus;m2;50.0;6.2;310.0;technical-parser+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC Technical Parser priorisiert vor Cache, Rule-Engine und OpenAI. · RLC No-X84 Autonomous Family Guard aktiv: Rasen oder Humus m² final plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC No-X84 Autonomous Family Guard aktiv: Rasen oder Humus m² final plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig."
387;Dichtkappen;Stck;4.0;75.57;302.28;rule-engine;high;needs_review;HIGH_RISK | STATUS_needs_review | WARNING;Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Preis muss aus Projektparametern urkalkuliert werden. Datenbankpreis nur als historischer Vergleich. · RLC No-X84 Outlier-Guard: Position ohne X84/Angebotsbasis darf nicht automatisch als sicher bewertet werden. · Menge 4 Stck, EP 75.57, GP 302.28.
309;Kernbohrungen;cm;100.0;3.0;300.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Spezialtiefbau/schwierige Bauverfahren hängt stark von Bauverfahren, Baugrund, Verbau, Wasserhaltung, Spezialgeräten, Vortrieb, Pressung, Platzverhältnissen, Risiken, Dokumentation und Rückbau ab. Historische Preise nur als Orientierung verwenden. · RLC No-X84 Autonomous Family Guard aktiv: Mehr-/Minderpreis cm als Zuschlagsposition plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · Global Knowled"
127;Losflansch DA 75;Stck;1.0;292.5;292.5;rule-engine;high;needs_review;HIGH_RISK | STATUS_needs_review | WARNING;Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Spezialtiefbau/schwierige Bauverfahren hängt stark von Bauverfahren, Baugrund, Verbau, Wasserhaltung, Spezialgeräten, Vortrieb, Pressung, Platzverhältnissen, Risiken, Dokumentation und Rückbau ab. Historische Preise nur als Orientierung verwenden. · RLC No-X84 Outlier-Guard: Position ohne X84/Angebotsbasis darf nicht automatisch als sicher bewertet werden. · Menge 1 Stck, EP 101.66, GP 101.66. · RLC Calibration Guard V9: Losflansch
397;Rohr- / Kabelgrabenaushub - Zulage Bd-Kl. 2, 6, 7;m3;10.0;28.5;285.0;technical-parser+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · Plausibilitätsdeckel aktiv: KI-EP 517.1 EUR liegt über dem fachlichen Maximalansatz 85 EUR. Finaler EP wurde gedeckelt. · RLC No-X84 Autonomous Family Guard aktiv: Zulage Baugrubenaushub/Bodenklasse m³ V14 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC Autonomous Guard V12: Rohrgrabenaushub als m³-Leistung technisch plausibilisiert. · RLC Marktindex V15: Pr"
268;Hydrantenfußkrümmer mer;Stk;1.0;282.8;282.8;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;Nur Regel-Engine-Fallback verwendet · Erhöhtes Kalkulationsrisiko · Bestandsanschluss technisch prüfen · Kontextabhängige Position: Spezialtiefbau/schwierige Bauverfahren hängt stark von Bauverfahren, Baugrund, Verbau, Wasserhaltung, Spezialgeräten, Vortrieb, Pressung, Platzverhältnissen, Risiken, Dokumentation und Rückbau ab. Historische Preise nur als Orientierung verwenden. · RLC No-X84 Autonomous Family Guard aktiv: Hydrantenfußkrümmer St V15 plausibilisiert. Keine X84-/Angebotsbasis verwend
461;Fahrzeugkosten PKW;km;500.0;0.55;275.0;recipe+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Universeller RLC-Preisresolver verwendet. Kein spezifisches Rezept gefunden; Firmenpreise und Baustellenbedingungen prüfen. · RLC No-X84 Autonomous Family Guard aktiv: Fahrzeugkosten km V15 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · Global Knowledge Vergleich: 42.74–42.74 €/km, Ø 42.74 €/km, Confidence 0.44. Nur Vergleichswert, kein finaler Kalkulationspreis. · RLC Calibration Guard V8: Fahrzeugkosten pro km kalibriert. · RLC Marktindex V15: Preisbasis "
